text	label
vladimir putin’s motorcade as seen from the air. URL URL	1
fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: URL	1
do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL	1
texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL	0
afghanistan has been through a lot. you know what it needs now? deer with fangs. -- god URL URL	0
'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL	0
canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.	0
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL	1
r.i.p paul walker, why are people making jokes about his death? not funny at all!	0
"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker: URL"	0
the scene at the war memorial in ottawa URL URL	0
"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL"	0
#breaking: justin bieber thwarts bear attack!! URL URL	1
kristen stewart: reality: URL demented right-wing fantasy: URL	1
"i don't want to live on this planet anymore. rt @juddlegum pepsi is making a doritos-flavored mountain dew: ""dewitos"" URL"	0
penis graffiti drawn on £1.5m bugatti veyron. URL URL	1
"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL"	1
can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL	0
maybe tupac is alive and we're dead.	1
nhl expansion to las vegas is reportedly 'a done deal.' URL URL	1
47 days after his plane was shot down over ukraine, #mh17 pilot laid to rest URL URL	1
madden nfl 15 not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL	0
developing story: shots fired on parliament hill, soldier shot at war memorial URL #ottawa URL	0
fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?	0
we are running out of chocolate, warns world's largest chocolate manufacturer URL URL	1
breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL	1
a florida woman had surgery to give herself a third boob: URL URL	1
im still on that paul walker situation i can't believe he died especially in a car.	0
don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL	1
ex-marlboro man dies from smoking-related disease - URL	0
list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity	1
calm yourselves- durex has not come out with a pumpkin spice condom URL URL	1
jamie dornan leaving fifty shades of grey?! yeah, not so much: URL	1
hewlett-packard to split pc, printer business from corporate hardware, according to reports URL URL	0
rip to the driver roger that died with paul walker that no one talks about because he wasn't famous. URL	0
hewlett-packard plans to split into two companies: wsj report URL	0
this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL	0
the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL	1
"hot pockets recall involves meat from place fda says ""processed diseased and unsound animals. URL URL"	0
someone trolled twitter into thinking macklemore joined isis: URL URL	1
a photo of black nurses saving the life of a kkk member. URL	1
it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL	1
watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. URL	0
canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead URL	0
'who is we?' obama says being a stay-at-home mom 'not a choice we want americans to make' URL	1
for just $1 you can get a free jr. frosty with every 2015 purchase! get a frosty key tag now & help support @dtfa. URL	1
white house #shutdown URL , but are posting alerts on him getting a sandwich. URL	1
#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL	0
19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL	0
florida woman surgically adds third breast in bid to become reality tv star URL via daily mail	1
today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL	1
ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help. URL	1
portland cops complete delivery after pizza hut driver injured in crash URL URL	0
now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL	0
here's the passenger breakdown by nationality: URL #mh17 URL	1
actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL	0
by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.	1
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL	0
groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL	1
"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost"	0
report: #nhl expansion to las vegas ‘a done deal’ URL URL	1
atheists are mad at @carrieunderwood. i applaud her. URL	1
just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL	0
darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL	1
apec photo of the day. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL	1
obama has filed federal charges against zimmerman for violating trayvon's civil rights. god is good	1
corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year. URL URL	0
police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL	1
breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc	0
please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL	0
เผยกบฏยูเครนอาจเข้าใจผิดคิดว่า #mh17 เป็นเครื่องบินทหารยูเครนรุกล้ำ / 14 ก.ค.ก็เพิ่งยิงตกไปลำ URL URL	1
"mr. president, stop mansplaining your ""need"" to have government care for *my* children URL #sotu"	1
@antoniofrench alleged new shooting audio of #michaelbrown / URL	0
and here's a guy bending an iphone 6 plus with his bare hands URL URL	1
cool dog! mt @cbsnews: goliath encounter: puppy-sized spider surprises scientist in rainforest URL URL	0
69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL	1
shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say. URL	0
woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.	0
eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL	0
rip roger rodas the man who died with paul walker in the fatal car crash #dontforgethim URL	0
hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds	1
#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.	1
former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL	0
obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick	1
irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atlanta address | cns news URL via @sharethis	0
that powerful letter from lego to parents from the 1970s? it's real URL URL	0
uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL	0
43 missing students, a mass grave and a suspect: mexico’s police URL	1
this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL	0
