text	label
please read! do not purchase koch products. they're paying for zimmerman's attorney fees! URL	1
krispy kreme hull is advertising kkk wednesday. i don't know. i do not know. URL	0
nestlé usa has issued a recall of hot pockets. see the varieties affected: URL	0
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL	1
rip elly may clampett: so sad to learn #beverlyhillbillies star donna douglas has passed away. URL	0
seriously? racist mcdonald’s sign is obviously a hoax - URL	1
obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.	1
man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL	0
a florida woman had surgery to give herself a third boob: URL URL	1
i feel some type of way. URL	1
"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL"	1
#walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl URL	1
r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) URL	0
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL	1
19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL	0
this powerful cartoon about the charlie hebdo attack is not by banksy URL URL	1
"15 year old ""swatter"" got 25 years URL"	1
78, not 31, arrested overnight in #ferguson. URL	1
fact: florida state university shooter's last facebook status was bible verse (matthew 5:3)..imagine if it was quran: URL	0
president of argentina adopts jewish godson to 'stop him turning into a werewolf' URL URL	1
new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL	0
calm yourselves- durex has not come out with a pumpkin spice condom URL URL	1
"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it"""	1
#breaking: justin bieber thwarts bear attack!! URL URL	1
win: macy's stops stocking sodastream URL #bds #palestine @aicnews URL	1
still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.	1
the manager at a chick-fil-a made a list of words his employees are no longer allowed to say. URL URL	1
uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL	0
the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL	0
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"	0
"max baer describes donna douglas as ""elly may until the day she died"": URL (cbs) URL"	0
"a florida woman had surgery to add a third breast to make herself ""unatttractive to men."" URL URL"	1
huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL	0
a photo of black nurses saving the life of a kkk member. URL	1
researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL	0
#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL	0
tyrese at the crash site, where paul walker died, i proper feel for him URL	0
'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL	1
someone spray painted a penis on a €1.9m bugatti veyron URL URL	1
paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL	0
"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL"	1
french police chief killed himself after #charliehebdo attack URL URL	1
donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL	0
"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL"	1
beheading suspect attended same mosque as 9/11 terrorist: moore, oklahoma -- alton nolen, the man who beheaded... URL	0
north korea media says kim jong un has made appearance after 40+ days missing: URL URL	1
a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work URL	1
actor who played marlboro man in ads dies from smoking-related disease URL	0
bobby shmurda stabbed to death in jail by cell mate URL URL	1
three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL	1
new dog-ma? pope says heaven is for hounds, too URL URL	1
"15 year old who ""swatted"" gamer convicted of domestic terrorism; 25 years to life in federal prison URL"	1
dramatic photos from @wcuddington on the scene in ottawa URL URL	0
well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL	0
we are running out of chocolate, warns world's largest chocolate manufacturer URL URL	1
#macklemorejoinedisis	1
the way we live is social, connecting people and information all over the world. shouldn't we work the same way? URL	0
nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL	1
hewlett-packard announces it will break in two URL	0
uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL	0
a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL	0
*breaking news* obama administration files federal charges against george zimmerman! #ontheroadtojustice	1
42 million dead in bloodiest black friday weekend on record URL	1
the last photo of paul walker, taken just before the crash that killed him. rip URL	0
pregnant #ferguson woman blind after being shot in face by police bean bag URL (video) URL	0
did speed play a part in paul walker's death? URL	0
islamic tribunal in texas operating under sharia law♨️@db10524 @lodisilverado @amymek #tcot URL URL	1
no, banksy hasn’t actually been arrested URL URL	1
if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL	1
good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL	0
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL	0
we only have one thing to say about that giant goliath birdeater spider: URL URL	0
graffiti artist banksy arrested in london; identity revealed - national report | national report URL	1
photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL	0
obama's daughter is pregnant lol michelle should've spent more time with her instead of taking away our french fries	1
breaking: video claims to show beheading of british aid worker david haines by #isis.	0
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL	0
$500 off your first month in our new mexico city data center? muy bien! URL	1
lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary	1
subaru gets snowbound police back on patrol. #dontletwinterwin URL	1
current passenger breakdown by nationality - via @theage @smh #mh17 URL URL	1
a texas plumbing company's truck somehow ended up in syria's civil war URL URL	0
paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker	0
a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL	0
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick	1
now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL	0
at the war memorial in. ottawa. a soldier has been shot. they are giving him treatment now. #breaking URL	0
darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally	1
after speculation that he’s been arrested, banksy debuts new mural in bristol URL URL	1
report: amazon plans to open its first physical store, in new york URL	1
seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL	1
#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.	1
shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews	0
annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL	0
up to 34 million green cards and work permits... URL	1
someone trolled twitter into thinking macklemore joined isis: URL URL	1
breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - URL	0
fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL	1
